"source","target","value"
"ATG","DZA",2
"ATG","ARG",3
"ATG","AUS",2
"ATG","BRA",6
"ATG","CAN",4
"ATG","CHL",3
"ATG","CUB",2
"ATG","ECU",3
"ATG","FRA",6
"ATG","DEU",2
"ATG","HUN",6
"ATG","IDN",4
"ATG","ISR",3
"ATG","LVA",1
"ATG","MDV",3
"ATG","MEX",3
"ATG","MAR",4
"ATG","NIC",2
"ATG","SVK",4
"ATG","SVN",3
"ATG","ESP",9
"ATG","TTO",2
"ATG","GBR",4
"ATG","URY",6
"ATG","USA",2
"ATG","VEN",1
"AFG","ALB",1
"AFG","DZA",6
"AFG","ARG",7
"AFG","AUS",7
"AFG","AUT",9
"AFG","AZE",5
"AFG","BHR",4
"AFG","BEL",7
"AFG","BTN",3
"AFG","BGD",2
"AFG","BRA",6
"AFG","CAN",8
"AFG","CHL",3
"AFG","CHN",1
"AFG","COM",2
"AFG","HRV",4
"AFG","CUB",2
"AFG","CZE",13
"AFG","DNK",6
"AFG","DJI",2
"AFG","VNM",3
"AFG","ECU",2
"AFG","EGY",7
"AFG","EST",3
"AFG","ETH",4
"AFG","FIN",6
"AFG","FRA",12
"AFG","DEU",7
"AFG","GRC",4
"AFG","HUN",9
"AFG","ISL",2
"AFG","IND",2
"AFG","IDN",4
"AFG","IRL",4
"AFG","IRN",8
"AFG","IRQ",3
"AFG","ITA",5
"AFG","JOR",4
"AFG","JPN",5
"AFG","KWT",2
"AFG","KGZ",2
"AFG","KAZ",2
"AFG","LVA",4
"AFG","LBN",1
"AFG","LTU",3
"AFG","MRT",1
"AFG","MKD",1
"AFG","MDV",3
"AFG","MYS",5
"AFG","MEX",7
"AFG","MNE",2
"AFG","MAR",5
"AFG","NPL",3
"AFG","NZL",9
"AFG","NIC",1
"AFG","NGA",1
"AFG","NOR",8
"AFG","NLD",6
"AFG","PAK",3
"AFG","PHL",4
"AFG",NA,3
"AFG","POL",5
"AFG","PRT",3
"AFG","QAT",2
"AFG","KOR",4
"AFG","ROU",2
"AFG","RUS",2
"AFG","ZAF",1
"AFG","SAU",4
"AFG","SGP",3
"AFG","SVK",4
"AFG","SVN",4
"AFG","ESP",12
"AFG","LKA",3
"AFG","SSD",1
"AFG","SDN",2
"AFG","SWE",8
"AFG","CHE",8
"AFG","TJK",2
"AFG","THA",2
"AFG","TKM",3
"AFG","TUN",3
"AFG","TUR",2
"AFG","ARE",1
"AFG","GBR",6
"AFG","URY",5
"AFG","USA",8
"AFG","UZB",2
"AFG","YEM",1
"ALB","AFG",3
"ALB","DZA",5
"ALB","AGO",1
"ALB","ARG",5
"ALB","AUS",3
"ALB","AUT",9
"ALB","AZE",2
"ALB","BEL",8
"ALB","BIH",1
"ALB","BRA",7
"ALB","CAN",9
"ALB","CHL",6
"ALB","CHN",2
"ALB","COG",2
"ALB","CRI",2
"ALB","HRV",2
"ALB","CZE",11
"ALB","DNK",4
"ALB","COD",1
"ALB","VNM",2
"ALB","EGY",6
"ALB","EST",3
"ALB","FRA",9
"ALB","DEU",6
"ALB","GRC",1
"ALB","HUN",3
"ALB","IDN",2
"ALB","IRL",2
"ALB","ISR",8
"ALB","ITA",5
"ALB","JOR",1
"ALB","LBY",1
"ALB","LTU",6
"ALB","MKD",3
"ALB","MDV",2
"ALB","MYS",6
"ALB","MEX",6
"ALB","MDA",2
"ALB","MAR",4
"ALB","NIC",3
"ALB","NOR",5
"ALB","NLD",5
"ALB","PHL",2
"ALB","POL",4
"ALB","PRT",4
"ALB","QAT",2
"ALB","KOR",4
"ALB","ROU",3
"ALB","RUS",6
"ALB","RWA",2
"ALB","SAU",4
"ALB","SEN",2
"ALB","SLE",3
"ALB","SVK",4
"ALB","SVN",9
"ALB","ESP",10
"ALB","SWE",5
"ALB","CHE",5
"ALB","SYR",1
"ALB","THA",2
"ALB","TGO",1
"ALB","TUN",3
"ALB","TUR",5
"ALB","GBR",5
"ALB","UKR",1
"ALB","URY",4
"ALB","USA",5
"ALB","VEN",4
"ALB","YUG",3
"DZA","AGO",1
"DZA","ARG",3
"DZA","AUS",2
"DZA","BHR",2
"DZA","BEL",4
"DZA","BFA",2
"DZA","BLR",2
"DZA","BGD",2
"DZA","BRA",2
"DZA","CAN",6
"DZA","CIV",2
"DZA","TCD",1
"DZA","CHL",3
"DZA","CHN",1
"DZA","CRI",2
"DZA","CUB",2
"DZA","DJI",3
"DZA","COD",1
"DZA","VNM",2
"DZA","ECU",2
"DZA","EGY",3
"DZA","TLS",1
"DZA","FRA",9
"DZA","DEU",4
"DZA","GRC",2
"DZA","HUN",4
"DZA","IND",1
"DZA","IDN",2
"DZA","IRN",5
"DZA","IRQ",4
"DZA","ITA",3
"DZA","JOR",3
"DZA","KWT",2
"DZA","LVA",2
"DZA","LBN",1
"DZA","MYS",3
"DZA","MEX",7
"DZA","MDA",3
"DZA","NAM",4
"DZA","NIC",1
"DZA","NGA",2
"DZA","NOR",4
"DZA","NLD",5
"DZA","OMN",2
"DZA","PAK",2
"DZA","VAT",1
"DZA",NA,3
"DZA","PRK",2
"DZA","QAT",2
"DZA","RUS",4
"DZA","ZAF",1
"DZA","SAU",3
"DZA","SEN",2
"DZA","SGP",2
"DZA","SVK",5
"DZA","SVN",9
"DZA","ESP",6
"DZA","SDN",4
"DZA","SWE",5
"DZA","CHE",4
"DZA","SYR",1
"DZA","THA",2
"DZA","TGO",3
"DZA","TUR",4
"DZA","ARE",1
"DZA","UGA",2
"DZA","GBR",5
"DZA","URY",5
"DZA","USA",3
"DZA","VEN",2
"DZA","ZWE",1
"AND","DZA",5
"AND","ARG",4
"AND","AZE",3
"AND","BRA",5
"AND","CAN",4
"AND","CHL",3
"AND","CHN",1
"AND","FRA",2
"AND","DEU",1
"AND","HUN",5
"AND","LVA",1
"AND","MEX",4
"AND","MDA",2
"AND","MAR",1
"AND","NLD",4
"AND","PRT",3
"AND","SVN",3
"AND","ESP",5
"AND","SWE",2
"AND","TUR",1
"AND","GBR",4
"AND","USA",2
"AGO","DZA",5
"AGO","ARG",2
"AGO","ARM",2
"AGO","AUS",8
"AGO","AZE",8
"AGO","BHR",1
"AGO","BEL",5
"AGO","BEN",2
"AGO","BFA",1
"AGO","BLR",4
"AGO","BOL",2
"AGO","BWA",4
"AGO","BRA",7
"AGO","BDI",1
"AGO","CAN",8
"AGO","CPV",2
"AGO","CIV",5
"AGO","CAF",1
"AGO","TCD",4
"AGO","CHN",2
"AGO","COG",1
"AGO","CRI",2
"AGO","CUB",5
"AGO","CZE",10
"AGO","DNK",1
"AGO","DJI",4
"AGO","DOM",3
"AGO","COD",4
"AGO","VNM",2
"AGO","ECU",2
"AGO","EGY",6
"AGO","GNQ",2
"AGO","EST",4
"AGO","ETH",4
"AGO","TLS",1
"AGO","FRA",9
"AGO","GAB",2
"AGO","GHA",4
"AGO","DEU",9
"AGO","GRC",1
"AGO","HUN",2
"AGO","IND",3
"AGO","IDN",2
"AGO","IRL",7
"AGO","IRN",6
"AGO","IRQ",1
"AGO","ISR",2
"AGO","ITA",12
"AGO","JPN",1
"AGO","KEN",2
"AGO","KWT",3
"AGO","KGZ",3
"AGO","LAO",1
"AGO","LBN",5
"AGO","LSO",2
"AGO","MDV",2
"AGO","MYS",6
"AGO","MEX",6
"AGO","MLI",2
"AGO","MNE",2
"AGO","MAR",6
"AGO","MMR",2
"AGO","NAM",1
"AGO","NZL",2
"AGO","NER",2
"AGO","NOR",12
"AGO","NLD",6
"AGO","PAK",5
"AGO","VAT",4
"AGO","PHL",7
"AGO",NA,2
"AGO","PRT",9
"AGO","PRK",3
"AGO","KOR",5
"AGO","ROU",2
"AGO","RUS",3
"AGO","RWA",3
"AGO","ZAF",2
"AGO","SEN",6
"AGO","SLE",4
"AGO","SGP",2
"AGO","SVK",4
"AGO","SVN",6
"AGO","ESP",8
"AGO","LKA",3
"AGO","SSD",1
"AGO","SDN",4
"AGO","SWE",6
"AGO","CHE",3
"AGO","SYR",1
"AGO","TZA",1
"AGO","THA",2
"AGO","TGO",3
"AGO","TUN",3
"AGO","TUR",5
"AGO","ARE",1
"AGO","GBR",6
"AGO","URY",8
"AGO","USA",8
"AGO","UZB",2
"AGO","VEN",2
"AGO","YUG",1
"AGO","ZWE",6
"ARG","DZA",5
"ARG","ARM",4
"ARG","AUS",2
"ARG","AUT",4
"ARG","BEL",2
"ARG","BLR",4
"ARG","BOL",2
"ARG","BRA",2
"ARG","BGR",2
"ARG","CAN",7
"ARG","CMR",2
"ARG","CHL",1
"ARG","CHN",1
"ARG","CRI",2
"ARG","CUB",2
"ARG","CYP",2
"ARG","ECU",2
"ARG","FRA",2
"ARG","DEU",6
"ARG","GRC",2
"ARG","HND",2
"ARG","HUN",2
"ARG","IND",1
"ARG","IDN",2
"ARG","IRQ",2
"ARG","ITA",2
"ARG","JOR",1
"ARG","LBY",1
"ARG","MYS",2
"ARG","MEX",7
"ARG","MDA",3
"ARG","MAR",2
"ARG","NIC",1
"ARG","NGA",4
"ARG","NOR",5
"ARG","NLD",3
"ARG","OMN",3
"ARG","PAK",2
"ARG","PER",4
"ARG",NA,2
"ARG","PRT",4
"ARG","KOR",4
"ARG","RUS",2
"ARG","ZAF",4
"ARG","SGP",2
"ARG","SVK",4
"ARG","SVN",8
"ARG","ESP",5
"ARG","LKA",1
"ARG","SWE",1
"ARG","CHE",6
"ARG","THA",2
"ARG","TTO",3
"ARG","TUN",3
"ARG","GBR",4
"ARG","UKR",1
"ARG","URY",4
"ARG","USA",3
"ARG","UZB",2
"ARG","VEN",4
"ARM","DZA",4
"ARM","ARG",5
"ARM","AUT",5
"ARM","AZE",13
"ARM","BLR",3
"ARM","BIH",5
"ARM","BRA",7
"ARM","CAN",4
"ARM","CHN",1
"ARM","CUB",1
"ARM","CYP",3
"ARM","CZE",7
"ARM","DJI",2
"ARM","EGY",4
"ARM","FIN",2
"ARM","FRA",3
"ARM","DEU",2
"ARM","GRC",7
"ARM","HUN",3
"ARM","IDN",1
"ARM","IRL",3
"ARM","IRN",3
"ARM","IRQ",2
"ARM","ITA",3
"ARM","KWT",2
"ARM","KGZ",7
"ARM","KAZ",2
"ARM","LAO",1
"ARM","LBN",1
"ARM","LBY",3
"ARM","MEX",3
"ARM","NOR",6
"ARM","NLD",4
"ARM","VAT",2
"ARM","POL",4
"ARM","ROU",2
"ARM","RUS",1
"ARM","SVN",2
"ARM","ESP",5
"ARM","SWE",3
"ARM","CHE",4
"ARM","TUR",1
"ARM","GBR",4
"ARM","UKR",2
"ARM","URY",7
"ARM","USA",6
"AUS","DZA",3
"AUS","ARG",4
"AUS","AUT",5
"AUS","AZE",4
"AUS","BEL",3
"AUS","BOL",7
"AUS","BIH",2
"AUS","BWA",2
"AUS","BRA",4
"AUS","KHM",2
"AUS","CAN",3
"AUS","TCD",1
"AUS","COL",2
"AUS","DNK",4
"AUS","VNM",2
"AUS","TLS",2
"AUS","FRA",5
"AUS","GHA",4
"AUS","DEU",1
"AUS","GTM",2
"AUS","HUN",4
"AUS","IND",1
"AUS","IDN",2
"AUS","IRN",6
"AUS","ISR",3
"AUS","JOR",4
"AUS","JPN",2
"AUS","LAO",2
"AUS","MDV",2
"AUS","MYS",3
"AUS","MEX",3
"AUS","MDA",3
"AUS","MAR",3
"AUS","NZL",4
"AUS","NOR",9
"AUS","PAK",3
"AUS","PHL",4
"AUS","POL",2
"AUS","KOR",1
"AUS","RUS",5
"AUS","ZAF",3
"AUS","SGP",2
"AUS","SVN",5
"AUS","SWE",3
"AUS","CHE",5
"AUS","THA",5
"AUS","TUR",1
"AUS","GBR",4
"AUS","UKR",1
"AUS","USA",4
"AUS","YEM",1
"AUT","DZA",3
"AUT","AUS",2
"AUT","AZE",4
"AUT","BFA",2
"AUT","BGD",3
"AUT","BIH",3
"AUT","BWA",1
"AUT","BRA",4
"AUT","CAN",6
"AUT","CHL",2
"AUT","CHN",1
"AUT","COL",2
"AUT","CRI",4
"AUT","CUB",2
"AUT","CZE",5
"AUT","ECU",7
"AUT","EGY",6
"AUT","FRA",3
"AUT","GHA",2
"AUT","DEU",1
"AUT","GTM",1
"AUT","HND",3
"AUT","IND",1
"AUT","IDN",3
"AUT","IRN",4
"AUT","ISR",4
"AUT","JOR",2
"AUT","MYS",3
"AUT","MEX",3
"AUT","MDA",2
"AUT","NAM",2
"AUT","NOR",6
"AUT","NLD",4
"AUT","PAK",2
"AUT","PHL",4
"AUT",NA,1
"AUT","PRT",3
"AUT","KOR",4
"AUT","RUS",5
"AUT","SVK",8
"AUT","SVN",4
"AUT","ESP",6
"AUT","SWE",6
"AUT","CHE",3
"AUT","TTO",2
"AUT","TUR",7
"AUT","UGA",5
"AUT","GBR",4
"AUT","USA",2
"AUT","UZB",3
"AZE","AFG",2
"AZE","DZA",6
"AZE","AGO",1
"AZE","ARG",4
"AZE","ARM",5
"AZE","AUS",3
"AZE","AUT",8
"AZE","BHR",2
"AZE","BEL",1
"AZE","BLR",3
"AZE","BGD",2
"AZE","BRA",4
"AZE","BRN",2
"AZE","BDI",1
"AZE","BGR",1
"AZE","KHM",2
"AZE","CAN",7
"AZE","TCD",1
"AZE","CHL",5
"AZE","CHN",2
"AZE","CRI",2
"AZE","CUB",3
"AZE","CYP",2
"AZE","CZE",7
"AZE","DJI",1
"AZE","VNM",2
"AZE","ECU",2
"AZE","EGY",5
"AZE","EST",1
"AZE","FRA",7
"AZE","DEU",6
"AZE","GTM",1
"AZE","HUN",6
"AZE","IDN",4
"AZE","IRL",6
"AZE","IRN",1
"AZE","IRQ",2
"AZE","ITA",7
"AZE","JOR",1
"AZE","JPN",1
"AZE","KAZ",4
"AZE","LVA",1
"AZE","LBY",1
"AZE","LIE",1
"AZE","LTU",4
"AZE","MYS",4
"AZE","MEX",7
"AZE","MDA",3
"AZE","MNE",2
"AZE","MAR",1
"AZE","MMR",2
"AZE","NIC",1
"AZE","NGA",3
"AZE","NOR",8
"AZE","NLD",4
"AZE","PAK",4
"AZE","VAT",2
"AZE","PRY",2
"AZE","PHL",4
"AZE",NA,2
"AZE","POL",4
"AZE","KOR",2
"AZE","ROU",1
"AZE","RUS",3
"AZE","ZAF",1
"AZE","SAU",2
"AZE","SEN",2
"AZE","SGP",2
"AZE","SVK",5
"AZE","SVN",3
"AZE","ESP",5
"AZE","LKA",3
"AZE","SDN",1
"AZE","SWE",6
"AZE","CHE",3
"AZE","THA",2
"AZE","TKM",2
"AZE","TUR",2
"AZE","ARE",2
"AZE","GBR",5
"AZE","URY",5
"AZE","USA",3
"AZE","UZB",2
"AZE","YEM",1
"AZE","YUG",2
"BHR","DZA",2
"BHR","ARG",3
"BHR","AUS",2
"BHR","AUT",8
"BHR","AZE",2
"BHR","BEL",5
"BHR","BLR",3
"BHR","BGD",2
"BHR","BRA",2
"BHR","CAN",4
"BHR","CHL",5
"BHR","CHN",1
"BHR","CRI",2
"BHR","CUB",1
"BHR","CZE",4
"BHR","DNK",2
"BHR","ECU",2
"BHR","EGY",4
"BHR","EST",2
"BHR","FIN",2
"BHR","FRA",7
"BHR","DEU",6
"BHR","HUN",2
"BHR","IND",2
"BHR","IDN",2
"BHR","IRL",3
"BHR","IRN",2
"BHR","ITA",2
"BHR","JOR",4
"BHR","JPN",3
"BHR","KWT",2
"BHR","LVA",3
"BHR","LBN",1
"BHR","MRT",2
"BHR","MDV",2
"BHR","MYS",2
"BHR","MEX",2
"BHR","MAR",2
"BHR","NIC",1
"BHR","NOR",6
"BHR","NLD",4
"BHR","OMN",2
"BHR","PHL",1
"BHR",NA,2
"BHR","POL",2
"BHR","QAT",3
"BHR","KOR",6
"BHR","RUS",1
"BHR","SAU",5
"BHR","SEN",2
"BHR","SGP",2
"BHR","SVK",5
"BHR","SVN",6
"BHR","ESP",5
"BHR","SDN",2
"BHR","SWE",3
"BHR","CHE",5
"BHR","THA",1
"BHR","TUN",1
"BHR","TUR",1
"BHR","ARE",2
"BHR","GBR",3
"BHR","URY",7
"BHR","USA",2
"BHR","YEM",1
"BRB","DZA",6
"BRB","ARG",6
"BRB","AUS",3
"BRB","BGD",2
"BRB","BWA",1
"BRB","BRA",6
"BRB","CAN",7
"BRB","CHL",9
"BRB","CHN",1
"BRB","CRI",2
"BRB","CUB",3
"BRB","CZE",4
"BRB","VNM",2
"BRB","ECU",2
"BRB","EST",3
"BRB","FRA",9
"BRB","DEU",5
"BRB","GTM",3
"BRB","HUN",4
"BRB","IDN",2
"BRB","IRL",2
"BRB","ITA",10
"BRB","JAM",1
"BRB","LVA",2
"BRB","MDV",3
"BRB","MYS",5
"BRB","MUS",1
"BRB","MEX",8
"BRB","MAR",2
"BRB","NAM",3
"BRB","NIC",2
"BRB","NOR",3
"BRB","NLD",3
"BRB","PAK",2
"BRB","PRY",3
"BRB","PER",2
"BRB","PHL",4
"BRB","KOR",1
"BRB","ZAF",2
"BRB","SGP",2
"BRB","SVK",4
"BRB","SVN",7
"BRB","ESP",3
"BRB","LKA",2
"BRB","SWE",2
"BRB","THA",2
"BRB","TTO",3
"BRB","TUR",2
"BRB","GBR",6
"BRB","URY",5
"BRB","USA",3
"BRB","VEN",1
"BEL","AFG",2
"BEL","DZA",3
"BEL","ARG",2
"BEL","AUS",2
"BEL","AUT",4
"BEL","BFA",3
"BEL","BLR",6
"BEL","BGD",4
"BEL","BRA",5
"BEL","CAN",3
"BEL","CHL",2
"BEL","CZE",4
"BEL","DJI",4
"BEL","COD",3
"BEL","ECU",10
"BEL","EGY",4
"BEL","FRA",3
"BEL","GTM",1
"BEL","HUN",3
"BEL","IND",1
"BEL","IDN",4
"BEL","IRN",10
"BEL","JPN",3
"BEL","KGZ",3
"BEL","MYS",3
"BEL","MEX",3
"BEL","MDA",2
"BEL","MAR",1
"BEL","NGA",3
"BEL","NOR",6
"BEL","NLD",2
"BEL","PAK",3
"BEL",NA,4
"BEL","POL",4
"BEL","PRT",2
"BEL","RUS",5
"BEL","ZAF",3
"BEL","SVK",2
"BEL","SVN",1
"BEL","ESP",6
"BEL","SWE",3
"BEL","THA",4
"BEL","TUR",1
"BEL","GBR",4
"BEL","USA",2
"BEL","UZB",2
"BEN","DZA",4
"BEN","ARG",4
"BEN","AUS",2
"BEN","BEL",4
"BEN","BLR",4
"BEN","BRA",3
"BEN","CAN",8
"BEN","CIV",2
"BEN","CHL",3
"BEN","CHN",1
"BEN","CRI",2
"BEN","CUB",3
"BEN","DNK",5
"BEN","DJI",2
"BEN","EGY",3
"BEN","FRA",5
"BEN","DEU",3
"BEN","HUN",3
"BEN","IDN",2
"BEN","IRL",1
"BEN","IRQ",2
"BEN","ITA",4
"BEN","KWT",2
"BEN","LVA",1
"BEN","LBY",2
"BEN","LIE",5
"BEN","LUX",3
"BEN","MRT",1
"BEN","MYS",2
"BEN","MEX",6
"BEN","NAM",2
"BEN","NGA",2
"BEN","NOR",3
"BEN","NLD",4
"BEN","PAK",2
"BEN","VAT",5
"BEN","PHL",2
"BEN","KOR",1
"BEN","ROU",2
"BEN","RWA",3
"BEN","ZAF",4
"BEN","SEN",2
"BEN","SGP",2
"BEN","SVK",4
"BEN","SVN",3
"BEN","ESP",8
"BEN","LKA",1
"BEN","SDN",3
"BEN","CHE",4
"BEN","THA",2
"BEN","TUN",1
"BEN","UGA",1
"BEN","GBR",4
"BEN","URY",4
"BEN","USA",3
"BFA","ALB",4
"BFA","DZA",5
"BFA","AGO",1
"BFA","ARG",2
"BFA","ARM",2
"BFA","AUS",5
"BFA","AUT",4
"BFA","AZE",2
"BFA","BEL",7
"BFA","BEN",1
"BFA","BLR",2
"BFA","BGD",2
"BFA","BRA",6
"BFA","BDI",4
"BFA","CAN",6
"BFA","CPV",2
"BFA","CIV",2
"BFA","TCD",1
"BFA","CHL",7
"BFA","CHN",1
"BFA","CRI",2
"BFA","CUB",5
"BFA","CYP",1
"BFA","DNK",4
"BFA","DJI",3
"BFA","COD",2
"BFA","VNM",3
"BFA","EGY",4
"BFA","ETH",4
"BFA","FIN",2
"BFA","FRA",9
"BFA","GAB",4
"BFA","GHA",2
"BFA","DEU",4
"BFA","GTM",2
"BFA","HUN",5
"BFA","IDN",2
"BFA","IRL",2
"BFA","ITA",5
"BFA","KAZ",3
"BFA","LVA",2
"BFA","LIE",4
"BFA","LUX",8
"BFA","MYS",5
"BFA","MUS",2
"BFA","MEX",7
"BFA","MDA",3
"BFA","MLI",1
"BFA","MNE",2
"BFA","MMR",1
"BFA","NZL",3
"BFA","NIC",1
"BFA","NGA",2
"BFA","NER",2
"BFA","NLD",6
"BFA","PAK",1
"BFA","PHL",3
"BFA",NA,2
"BFA","RWA",2
"BFA","ZAF",4
"BFA","SAU",2
"BFA","SEN",2
"BFA","SGP",2
"BFA","SVK",5
"BFA","SVN",6
"BFA","ESP",4
"BFA","LKA",2
"BFA","SDN",2
"BFA","SWE",2
"BFA","CHE",3
"BFA","SYR",1
"BFA","THA",2
"BFA","TGO",3
"BFA","TUN",2
"BFA","TUR",3
"BFA","ARE",2
"BFA","UGA",1
"BFA","GBR",6
"BFA","URY",4
"BFA","USA",2
"BFA","VEN",1
"BHS","DZA",8
"BHS","ARG",6
"BHS","AUS",7
"BHS","BRB",1
"BHS","BGD",4
"BHS","BRA",4
"BHS","CAN",7
"BHS","CHL",5
"BHS","CHN",1
"BHS","CRI",2
"BHS","CUB",2
"BHS","CZE",4
"BHS","DJI",2
"BHS","VNM",3
"BHS","ECU",3
"BHS","EST",3
"BHS","FRA",12
"BHS","GHA",1
"BHS","DEU",4
"BHS","GTM",2
"BHS","HTI",3
"BHS","HUN",2
"BHS","IDN",2
"BHS","IRL",2
"BHS","ITA",8
"BHS","JAM",1
"BHS","LVA",3
"BHS","MDV",3
"BHS","MYS",2
"BHS","MEX",9
"BHS","NZL",3
"BHS","NOR",5
"BHS","NLD",6
"BHS","PAK",1
"BHS","PRY",2
"BHS","PER",2
"BHS","PHL",1
"BHS","PRT",3
"BHS","ZAF",2
"BHS","SGP",2
"BHS","SVK",4
"BHS","SVN",8
"BHS","ESP",5
"BHS","LKA",2
"BHS","SWE",3
"BHS","THA",2
"BHS","TTO",2
"BHS","TUR",2
"BHS","GBR",6
"BHS","URY",5
"BHS","USA",3
"BHS","VEN",1
"BTN","AFG",2
"BTN","DZA",9
"BTN","ARG",6
"BTN","ARM",2
"BTN","AUS",2
"BTN","AUT",13
"BTN","AZE",7
"BTN","BHR",3
"BTN","BLR",5
"BTN","BGD",3
"BTN","BOL",3
"BTN","BWA",2
"BTN","BRA",5
"BTN","BRN",2
"BTN","KHM",3
"BTN","CAN",8
"BTN","TCD",3
"BTN","CHL",4
"BTN","CHN",3
"BTN","CRI",2
"BTN","CUB",2
"BTN","CZE",4
"BTN","DNK",5
"BTN","VNM",5
"BTN","EGY",9
"BTN","ERI",3
"BTN","ETH",2
"BTN","TLS",2
"BTN","FRA",14
"BTN","GAB",2
"BTN","GHA",2
"BTN","DEU",8
"BTN","IND",2
"BTN","IDN",5
"BTN","IRL",2
"BTN","IRN",7
"BTN","ITA",6
"BTN","JOR",2
"BTN","JPN",4
"BTN","KWT",4
"BTN","KGZ",3
"BTN","KAZ",3
"BTN","LAO",4
"BTN","LVA",5
"BTN","MDV",2
"BTN","MDG",5
"BTN","MYS",5
"BTN","MUS",1
"BTN","MEX",6
"BTN","MNE",2
"BTN","MNG",1
"BTN","MAR",3
"BTN","MMR",2
"BTN","NPL",2
"BTN","NIC",2
"BTN","NOR",7
"BTN","NLD",5
"BTN","OMN",1
"BTN","PAK",4
"BTN","PRY",4
"BTN","PER",4
"BTN","PHL",7
"BTN",NA,2
"BTN","POL",2
"BTN","PRT",4
"BTN","PRK",2
"BTN","ZAF",2
"BTN","SAU",2
"BTN","SLE",5
"BTN","SGP",4
"BTN","SVK",3
"BTN","SVN",5
"BTN","SLB",2
"BTN","ESP",13
"BTN","LKA",4
"BTN","SSD",1
"BTN","SDN",1
"BTN","CHE",8
"BTN","TZA",1
"BTN","THA",5
"BTN","TKM",2
"BTN","TUN",5
"BTN","TUR",6
"BTN","ARE",1
"BTN","UGA",2
"BTN","GBR",6
"BTN","URY",4
"BTN","USA",11
"BTN","VEN",3
"BTN","YEM",1
"BTN","YUG",5
"BTN","ZMB",4
"BLR","DZA",4
"BLR","ARM",2
"BLR","AUT",6
"BLR","AZE",2
"BLR","BEL",4
"BLR","BTN",3
"BLR","BGD",3
"BLR","BOL",3
"BLR","BRA",9
"BLR","CAN",8
"BLR","CHN",2
"BLR","CUB",2
"BLR","CZE",7
"BLR","DJI",3
"BLR","EGY",5
"BLR","FIN",2
"BLR","FRA",4
"BLR","HUN",6
"BLR","IDN",1
"BLR","IRL",5
"BLR","IRN",4
"BLR","IRQ",1
"BLR","ISR",3
"BLR","ITA",3
"BLR","KAZ",3
"BLR","LAO",1
"BLR","LBY",4
"BLR","LTU",7
"BLR","MYS",4
"BLR","MAR",2
"BLR","NIC",2
"BLR","NOR",7
"BLR","NLD",4
"BLR","OMN",3
"BLR",NA,5
"BLR","POL",3
"BLR","PRK",2
"BLR","RUS",2
"BLR","SGP",1
"BLR","ESP",10
"BLR","SDN",2
"BLR","CHE",5
"BLR","SYR",2
"BLR","TJK",4
"BLR","TUN",1
"BLR","UZB",2
"BLR","VEN",1
"BLZ","DZA",5
"BLZ","ARG",7
"BLZ","AUS",3
"BLZ","AZE",2
"BLZ","BRA",2
"BLZ","CAN",7
"BLZ","CHL",2
"BLZ","CHN",1
"BLZ","COL",3
"BLZ","CRI",2
"BLZ","CUB",3
"BLZ","CZE",8
"BLZ","VNM",2
"BLZ","ECU",4
"BLZ","FRA",8
"BLZ","DEU",5
"BLZ","HND",4
"BLZ","IDN",2
"BLZ","IRL",2
"BLZ","ITA",4
"BLZ","JPN",1
"BLZ","LVA",1
"BLZ","MDV",3
"BLZ","MYS",2
"BLZ","MEX",7
"BLZ","MNE",2
"BLZ","NIC",2
"BLZ","NGA",3
"BLZ","NOR",4
"BLZ","NLD",6
"BLZ","PRY",7
"BLZ","PER",3
"BLZ","PHL",3
"BLZ","SGP",2
"BLZ","SVN",7
"BLZ","ESP",5
"BLZ","THA",2
"BLZ","TTO",2
"BLZ","TUR",4
"BLZ","GBR",6
"BLZ","UKR",2
"BLZ","URY",5
"BLZ","USA",4
"BLZ","VEN",1
"BGD","AFG",3
"BGD","DZA",6
"BGD","ARG",2
"BGD","AUS",10
"BGD","AUT",6
"BGD","AZE",6
"BGD","BHR",4
"BGD","BTN",5
"BGD","BLR",1
"BGD","BOL",3
"BGD","BWA",1
"BGD","BRA",6
"BGD","BRN",1
"BGD","BDI",1
"BGD","KHM",3
"BGD","CAN",4
"BGD","CIV",2
"BGD","TCD",1
"BGD","CHL",6
"BGD","CHN",3
"BGD","CRI",2
"BGD","CUB",4
"BGD","CYP",1
"BGD","CZE",12
"BGD","DNK",2
"BGD","DJI",3
"BGD","VNM",4
"BGD","ECU",3
"BGD","EGY",7
"BGD","FIN",2
"BGD","FRA",9
"BGD","DEU",8
"BGD","GTM",2
"BGD","HUN",2
"BGD","IDN",3
"BGD","IRL",2
"BGD","IRN",3
"BGD","IRQ",2
"BGD","ITA",6
"BGD","JOR",2
"BGD","JPN",2
"BGD","KGZ",2
"BGD","LAO",2
"BGD","LVA",2
"BGD","LBN",2
"BGD","LIE",3
"BGD","MRT",1
"BGD","MDV",3
"BGD","MYS",4
"BGD","MEX",8
"BGD","MDA",2
"BGD","MNE",2
"BGD","MAR",2
"BGD","NPL",2
"BGD","NIC",3
"BGD","NGA",3
"BGD","NOR",9
"BGD","NLD",8
"BGD","OMN",1
"BGD","PAK",3
"BGD","VAT",5
"BGD","PER",3
"BGD","PHL",2
"BGD",NA,3
"BGD","PRT",3
"BGD","QAT",1
"BGD","KOR",3
"BGD","ROU",2
"BGD","RUS",3
"BGD","RWA",1
